comment_text,labels
"Note to Nishkid
You have blocked me from sending an email from this site to you and also have taken me off sending an email from this site to Riana. Below is the entire message I sent Rianna which you conveniently altered. Further, Rianna knows full well she asked for a change to the get site today because the article had not been edited for three days. She asked to change a couple of lines relating to Ms. Bruker and to remove the fact that she had an affair because it was not relevant to ths issue.  Bruno then denied her change. This was in the history of edits secions which I somewhere have saved.  Nishkid then changed the history section to show Rianna's change without the notice of line was changed. This is fraud and if an attorney did this in Federal Court, he would be disbarred and possibly charged with contempt of court. 

In response to Nishkid's question in the email to me, I think that he is not telling the truth and is equivocating about what Rianna really sent to her. From what I have read on her page, she would be quite offended at the vindictive behaviour of these men. 
I was talking to Riana at the time she saw your message, and she had no idea what you were talking about. Care to enlighten us where you first contacted Riana?

On 10/28/07, Sagbliss  wrote:
Rianna absolutely asked that there be a reversion which was poopooed by Bruno. You have not read a thing. Originally, Riana had the second to last post which you have fraudulently reverted to the last post. Bruno had undone it. Although I right now do not have in front of me the history edit ( I am saving all your pearls of wisdom) I do have a copy of an email which I sent to Riana. I will see that your tampering with the site is dealt with. This is fraud and deceit. All the history of what went on the site in the last few days is available on the server. The email continued with the entire article and a couple of more statements.

User talk:Riana
From Wikipedia, the free encyclopedia
I sent you a message which I am not sure I put on the correct page. I am a busy woman who has worked on get issues and am very familiar with the get case in Canada which is emerging law on the barriers to remarriage. This fellow Bruno is a vindictive fellow. The issue is to remove barriers to remarriage for
women. All the men involved are abusive. The whole article is contextualy wrong. The correct article which has been blocked from the WIkipedia site. I framed the article with the titles that were originally written. Each and every section has cites which all these men have not read including Nishkid who is
siding with these men. You are a woman. Whether you are Jewish or Muslim, a man could do this to you one day. Read the correct version of the article. And further, look at Nishkid's talk page and the 
notes at the bottom of my user page which admits that he has not read. And do note that your suggestion
was ignored. Farmbrough stated the same thing as you. It was ignored. Sagbliss 17:04, 28 October
2007 (UTC) 

 
~Nishkid64 

You falsely send me",0
"what? you are going to change the policy of Wikipedia because of me? You think you are really going to defeat me? You look so ugly , Smalljim.",1
WTF is up with this page? http://uncyclopedia.org/wiki/User:Sir_james_paul,1
"Nazi support 

Greetings, I am just wondering why you are lending your support to an article that praises the evil Nazi Fascist Regime? After all, that is what it does...58.107.179.146",0
"There are available profiles of characters
Whoever does characters need to do research and make profiles. There is a link to get information - http://www.kent.net/robotech/characters/",0
"""
Charles and his fans are playing games. Blair is reliable. The fact that he reports on a story that Charles's blanking defenders are claiming """"originates"""" from a """"non-reliable"""" source is bogus argumentation. Of course, this is what happens when you play """"Six Degrees of Kevin Bacon"""" with what you are going for - eventually you can """"trace"""" anything back to anything. 

The fact that playing """"six degrees of kevin bacon"""" with neo-nazi groups these days is one of Charles's favorite tactics to tar anyone he doesn't like shouldn't make his accusations valid, nor should it be used to try to claim that Tim Blair, an actual journalist, is """"invalid"""" as a reference reporting on issues like this.""",0
"not the UK, get over it.",0
"Star Wars Jedi Knight (Kyle Katarn) 

Jonathan Frakes could play Kyle Katarn, if a Jedi Knight movie is announced.",0
"Also, I have started a discussion on the talk page of Desinicization to end this pointless revert war. Perhaps you would like to contribute your point of view.",0
"""
Are we going to start quoting single phrases from policies in isolation now? For example, I can argue that WP:UNDUE also states, in the very first sentence, """"as far as possible without bias.""""  Perhaps we can have a long debate about what """"as far as possible"""" means next. I can also point out that strive is closely synonymous with try, which implies the possibility that one might fail under some circumstances (yet more evidence of room for common-sense). Additionally, I've already quoted from the template at the top of WP:LEAD above: """"Use common sense in applying it; it will have occasional exceptions."""" But all this will get us nowhere. Demonstrate a way of assessing the relative importance of different aspects of the topic. And, more specifically, demonstrate that the HIV issue is more important than any other aspect and deserves to be apportioned more of the lead than any other aspect, because that's the state of affairs you are trying to defend.   """,0
"citation listed is a valid source.  deal with it.  otherwise, any mention of the common name should also be removed from the reference, no?",0
"Reply to your post on the Talk Page of the Brazilian Hip Hop article 

I replied to your post. You can find it here oh wise one:

[Hip Hop Talk Page]

I have a question for you. You asked for your opinion or input?

Don't give me that crap about its a collaborative encyclopedia. There are over four million articles - you made a choice to involve yourself. So answer the question: You asked for your opinion or input?

I certainly didn't.",0
"So far, the critical articles are directed at Mass Effect PC from having it, not Spore. ie, Spong",0
"Rogue Editor 

Hello Xeno,i am having a bit of a problem with User talk:ItsAlwaysLupus,i had notified him a while back about a unsourced statement(During the late 1980s, house music followed and replaced post-disco in the music scene on this article Post-Disco) and  i removed it under WP:PROVEIT and he keeps restoring it without a source and trying to bait me into an edit war,i mean he really shows no want to resolve this problem,he is even stalking my edits and reverting my edits i have made at other random articles like here [] and on his reverts on the post disco page he keeps calling me a vandal and such, i did a couple of reverts of his past edits just as a shot off the bow,that we can both do that but it is not going to get us  no where,i have left warnings but he just puts them right back on my page,so before this escalates any further i suggest a ADMIN steps in at any capacity on neutral ground to clarify policy",0
"What's the joke?
Many obvious jokes referred to on Wikipedia are horribly over-explained, but this one I don't get at all.",0
"Please use this time to read up on how to make contributions that will improve the encyclopedia.  I specifically endorse Wikipedia:Assume Good Faith and Wikipedia:Civility for your interaction with other users.  For work on articles, all of the following is relevant.

I would like to see you become a positive contributor to the encyclopedia.  You have shown me some evidence of willingness to listen, even if you didn't get the most important point.  I'd suggest that you start slowly - edit one sentence or paragraph at a time,  citing sources for everything that you add.  In fact, start by adding, rather than deleting or rewriting.  Respectfully review other edits to articles via the history tool at the top of the page.  You have the potential, should you choose to exercise it.",0
"I had that in college, but I almost never used it; my classes didn't require its use, and I never thought of using it otherwise.  Here, I have access to JSTOR for the first time; I'll keep asking advice from other users if I need it, but I'll not need to ask for resource exchanges as much.  For example, writing Mummy Cave was difficult because  and I had to have help from  with a back issue of Science, but I've already checked and gotten access to that same issue myself -)  Okay, enough boasting.  If you ever need JSTOR access and don't have it, send me a note and I'll try to get you the article you need.",0
"I really dont care

No i dont, you sad little man",0
The day one on Wikipedia...,0
"BringIt

BringIt is a video gaming website that provides “gamers” the opportunity to connect over the internet and play one on one or multi-player tournaments against each other for money. The site was launched in November 2008 by Woodrow Levin.

In addition to the gaming provided, the website allows users to blog, create profiles and write reviews in the forums.  BringIt includes the following platforms: XBOX 360, PS2, PS3 and Wii.  The main page also provides gamers with a list of the games the website supports.

BringIt’s main page allows auto matches or allows gamers to select an opponent who is looking to play a specific game for the same dollar amount.  Players identify each other by their “gaming tag”, an online ID, and utilize their console’s online multiplayer platform or the built in multiplayer function of the game to play each other. When the game is completed, both players report the outcome to the website, or in the alternative result, emails are automatically reported from the game’s End of Game Email Reporting System. Winning players then have their account credited.  

Founder/Chief Executive Officer

Woodrow H. Levin founded InStadium and Riverbank Capital Management. Woodrow has been featured in Media Life Magazine, The Chicago Tribune, and has been a guest speaker at the University Of Wisconsin School Of Business. Woodrow received his B.A. in Business from the University of Wisconsin-Madison and his Juris Doctor from the Chicago-Kent School of Law. Woodrow is active in community and charitable organizations including JUF, Lynn Sage Breast Cancer Foundation and most recently was on the executive committee of The Chicago Green Tie Ball.

How BringIt Works

All new gaming consoles and many older consoles are able to connect to the internet for multiplayer online game play. Microsoft, Sony, and Nintendo game consoles all have built in software which allows owners to play online against other gamers anywhere in the world. Each game will then be played through the existing technology of the console or game maker. 

Our Mission

BringIt is an online community where gamers across the globe can play video games for real money.  BringIt is a community of American and International gamers with the ability to play against each other 24 hours a day 7 days a week for real money.

Legal Aspects

BringIt is not in any violation of any United States or International anti-gambling laws currently in place. The reasoning behind this conclusion is that playing video games online are not games of chance; rather they are games of skill. Games of skill are not in violation of the Internet Gambling Regulation and Enforcement Act of 2006.  Users are required to be at least 18 years of age. Certain US State laws prohibit skill based game play and these residents may not compete in BringIt’s skill based video game tournaments.

Games which may be played through BringIt’s website for real money include:

Burnout Paradise
Call of Duty 4
Call of Duty World at War
COD4
Dead or Alive 4
Fifa 2009
Fight Night Round 3,4
Forza 2
Gears of War 2
Guitar Hero World Tour
Halo 4
Halo Wars
Madden NFL 2010
Mario Kart 
MLB: The Show 2009
MLB 2K9
NBA 2K9
NBA Live 2009
NCAA Football 2010
NHL 2009
Rainbow Six Vegas 2
Resistance 2
Rock Band 2
Socom: Confrontation
Street Fighter IV
Super Smash Bros Brawl
The King of Fighters 12
Tiger Woods PGA Tour 2010
UEFA Euro
UFC Undisputed 2009
Unreal Tournament 3
XBOX Live Arcade

References:

betfromanywhere.com- http://www.betfromanywhere.com/blog/tag/bringit/
BlogWogo.com- http://www.blogowogo.com/blog_article.php?aid=1815823&t;=5
Bungie.org- http://nikon.bungie.org/news.html?item=24563
centredaily.com- http://www.centredaily.com/business/technology/story/977193.html
Cnet.com- http://news.cnet.com/8301-17939_109-10105324-2.html
CosmosGaming.com- http://www.cosmosgaming.com/news.php?id=21113730&tablespec;=november2008
CrunchGear.com- http://www.crunchgear.com/2008/11/21/bringit-lets-gamers-put-their-money-where-their-mouth-is/
Edge- http://www.edge-online.com/blogs/bring-it-on
ESPN- http://sports.espn.go.com/espnmag/story?id=3725594
examiner.com- http://www.examiner.com/r-3879049~BringIt_lets_gamers_put_their_money_where_their_mouth_is.html
Fast Company- http://www.fastcompany.com/blog/sherri-l-smith/high-wire/gimmick-or-genius
Financialcontent.com- http://studio.financialcontent.com/Engine?Account=wspa&GUID;=7237763&Page;=Media
Forbes.com http://www.forbes.com/businesswire",0
"you are a senile old homosexual==

you need to go to Oz to get a fucking brain 

==",1
"""
I guess I didn't have the AfD discussion on my watchlist and didn't see it. Yes, canvassing accusations are almost always mis-placed and sources are not required to be on-line (the best sources are mostly off-line). Regarding """"false-hood"""" I do mostly assume that COI-produced sources that cannot be verified are made up, because that is what my experience has taught me. However, since I have provided actual images of the newspapers, I'm not sure if  is actually accusing me of fabricating the newspaper clippings?  (Talk) """,0
"Fuck you.

'Fuck you in the ass.'",1
"African Muslim Agency
Hi there,

First off, Welcome to Wikipedia. I disagree with your edit to the African Muslim Agency article. Cited criticism is valid for most articles (nearly every well-written article on a controversial group/person has it). As for the reference needed, you should read Mammeur Ameur where it spells out the case. I will be adding the source to it now anyway. Thanks and look forward to working with you more on this article in the future.",0
"It does seem to read like India better than China, I think a rewording is in order however it shouldn't be removed. A better solution would be to compare it to a contemporary rather than make an anachronistic comparison.",0
""", 5 November 2014 (UTC)
As far as I can tell, it is a decision between putting in the infobox all the land territory claimed by the United States (100%) or only 99.75%.  99.75% being the states and DC, and the 0.25% being various islands.  The """"dispute"""" on the other hand is all these other arguments that are not about """"area"""".   16:49""",0
"uh what are you talking about?  you left me a message and i answered back using no vulgarity.  Please leave me alone, seriously.  Stop harassing me",0
"Now listen Ante!!! Listen carefully!!!

She is not a Croat! She is a ethnic Croat!

When you speek about her and say that she is a Croat then you cant say that! You must say BosnianCroat. Do you understand now?

Because there is a difference between Croat and BosnianCroat. // Hahahihihoho",0
"Why delete the reference to SNL and the Begala Award?  There is criticism for Begala being very partisan in the face of facts.  There are lots of folks on both the left and right in that campbut it is a legitimate point to make.  I agree the actual lines from SNL (i.e., Matthews' fetus comment) are not appropriate.",0
i'm going to keep on reverting you freaking goddamn hypocrites until you guys are blue in the faces i don't give two cents damn,1
"PLEASE RESPOND TO THIS! 

Why are there 11 versions of the LAW in service? It would be hard to issue because... its just too many versions. The AT Section would have to have room for AT4's and SMAW's.",0
Good job done with Fernando Gago article! Keep it up,0
"Re the Zaladonis speculation, should we really include it at all? Zaladonis has no personal basis for this speculation. Not that it isn't a possible explanation, but that there's really no significance in the fact that Zaladonis is raising it. (Actually, I don't think it really is a very likely explanation, but that's not my basic point here.)  23:36, 30 Aug 2004 (UTC)",0
"Something you should see 

I have raised a question about your recent edits at Wikipedia_talk:WikiProject_Judaism#Template:Kehuna_and_Kohanim.",0
"""

Re:
Don't come on my page warning me, especially when you're well known for blocking people in disputes you're involved with. Also, you're well known for your """"toxic"""" attitude also. I stand by every word I said about you earlier - you have acted as though you own Global Warning for quite some time. I am fully entitled to my opinion and don't think of censoring me as it won't work.

When I came to you when a certain """"friend"""" of yours was bad mouthing me, you couldn't be bothered to assist. Now I've told the truth about you, you dislike it and are using your powers like a tyrant.

Just because you're an admin, don't think you can bully me around. I never put up with your attitude before and I won't now. I'm not the only person who thinks you've used ANI like a farce and it should stop. And the best laugh about it is you've done exactly what I said you do - use your admin powers for your own agenda.  """,0
"Woody Allen 
I see that you have pointed out that you are an admin.  This is good.  However, your handling of my edit to Woody Allen was heavy handed and quite clumsy.  I will point out that good admins attempt to call on a different admin to assist them when they are in a conflict with a non admin, such as myself.  I now understand your point about the first sentence.  I just went out and found a reliable source for Ronan's comment in the second sentence.  Ronan's comment is notable (in hundred's of waysespecially since he is the only biological child of both Allen and Farrow).  I understand that I should not have put back in the first sentence, but on the other hand your edit was wrong.  Yes, I know you are an admin and as a good admin you want my constructive feedback to make Wikipedia work better (and I'm sure that Jimbo would agree that my feedback to you will make Wikipedia better).  You should have only removed the first sentence (because it was not supported by a RS) which is how it ultimately turned out.  However, for whatever reason you decided to remove the whole section that another edit placed in the article, including the direct comment of Ronan Farrow, Allen's only biological child.  That was heavy-handed editing.  The quote is notable.  Yes, it was initially placed in the article, by another editor, with the support of a non-RS; however, it is all over the Internet.  It is quoted by literally hundreds of RS's and you should have left in the quote in the second sentence and found a RS to replace the non-reliable source.  That would have been the correct way to handle the situation.  I hope my constructive feedback will be helpful to you in the future.  I fully expect to hear from you I'm just not sure if it is going to be positive or negative, but I do expect to hear from you.  Let me just point out that not every edit that an admin does is perfect, but of course I'm sure you already knew that! Have a good day!",0
"so, it was in the lede for a time, there was a concensus, and now someone has taken it upon themsleves to delete it with no discussion. Typical. Now to pour over the history to see exactly who that arrogant jerk is... 50.133.160.189",1
"Look, both of you - the contact on the AFD, whether initially inadvertent or not, could credibly be overlooked despite the arbitration case restriction.  If both of you keep this up on each others' talk pages, that can't be.  Knock it off.
(posted to both Scjessey and Malleus' talk pages)",0
"Against democracy. 

Oeration Condor was an attemp to deter the democracy, no the marxism.",0
"Maybe there is a misunderstanding here. As far as I, and I suspect many others, are concerned, this article is on the existing controversy about global warming. Who the participants are is definitly part of this reporting. This is not about potential controversies, which carries a big risk of WP:OR.",0
You're not the only one who's surprised that someone died of the death.,0
"""

I do not """"hate"""" Columbia College; I hate seeing students waste their time. 
Here's a fact: Columbia College is unranked by U.S. News and World Report and by other major publishers of institutional rankings. This is because it is open-admissions. There's nothing wrong with Wikipedia publishing an article on this school. There is something wrong with not mentioning the problems of an open-admissions art school, and there is something even more wrong with the grossly commercial discussion of its gift shop. Wikipedia is not a brochure.  
Being the largest art school in the country is not a mark of distinction. In fact, the fundamental problem with Columbia College is related to the quality it touts: it's big. It's big because it does not limit its enrollments. There is a reason for that. It's not because it warmly and fuzzily and democratically embraces people from all walks of life. If it did, it wouldn't be so expensive. It does not limit its enrollments because it wants as much tuition money as it can get. 
Now, the members of its administration, its PR department, and its faculty are very careful to do everything to avoid this reality: in order to make art, one needs talent. Talent is, by definition, inborn and innate. You don't get it by acquiring skill. You don't get it by purchasing the most expensive camera, or the most expensive education money can buy. You're born with it, and by late adolescence, if you've got it, it will make itself apparent. 
Therefore, any student who actually has talent should strongly consider applying to a closed-admissions art school, one that requires a portfolio or other demonstration of work. These schools are also very expensive, but it's possible to get various kinds of financial aid. Once in the program, the talented painter, photographer, writer, or what have you will be surrounded by other talented students. That creates an entirely different atmosphere, one that keeps the student on his or her toes, as it were, and provides a sense of proportion and a sense that other students might be better. 
You might wonder why such an admission process demonstrates talent. It's because talent does not hide itself: it is apparent to experts in the field. 
There are two ways in which Columbia covers up this fact: by telling students that if they're showing up and willing to pay big bucks, then they're talented. It's easy to pass off that notion on a generation of kidsactually two generationsbrought up on the consumerist notion that he or she (and it's usually a he) who buys the most expensive camera has the most talent. 
The other means at Columbia's disposal is that for the last thirty years, children have been taught that self-esteem is the most important quality they can develop. In a misguided attempt to develop a false sense of self-esteem, schools have simply stopped talking about talent. They might, at times call it merit, but that, too, is a bad word. So an entire generation has grown up thinking that if you have the """"drive to succeed,"""" you'll succeed. The problem: what if you've get the drive to succeed, but reaching down within yourself, you find you've got nothing to express?
If you think Columbia loves you, try falling behind on your tuition. Good luck.""",0
"June 2011 
DO NOT REMOVE ALL OF MY EDITS, OR I WILL BLOCK YOU !",0
"""
Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there. Again, welcome! 
Copyright issue with Castalian Springs
Hello. Concerning your contribution, Castalian Springs, we cannot accept copyrighted text or images borrowed from either web sites or printed material. This article or image appears to be a direct copy from """"http://www.rootsweb.com/~tnsumner/tidspe.htm"""". As a copyright violation, Castalian Springs appears to qualify for speedy deletion under the speedy deletion criteria. Castalian Springs has been tagged for deletion, and may have been deleted by the time you see this message. For text material, please consider rewriting the content and citing the source, provided that it is credible.

If you believe that the article or image is not a copyright violation or if you have permission from the copyright holder to release the content freely under the GFDL, you can comment to that effect on Talk:Castalian Springs. If the article or image has already been deleted, but you have a proper release, you can reenter the content at Castalian Springs, after describing the release on the talk page. However, for text content, you may want to consider rewriting the content in your own words. Thank you, and please feel free to continue contributing to Wikipedia.   """,0
"""

THANKS TO THE WIKI, I AM WORKING ON A *BIG8 WEB ARTICLE, SOME OF THIS WILL ALSO BE PUBLISHED IN A MAG!!  I THINK THE WORLD NEED TO KNOW THE TRUTH!!  PLEASE LOOK AT http://www.shilohshepherds.info/originalISSRrules.htm  If you read this & the ISSR rules carefully, dogs that do NOT meet the specific requirements set by the ISSR cannot get BREEDING PAPERS ... PERIOD!!  Dogs that are AKC GSD's cannot get ISSR papers making them *INSTANT* Shiloh Shepherds ... DOGS RESCUED FROM SHELTERS CANNOT BECOME """"SHILOHS"""" AND BE BRED!! Get it??  That's why the ISSR rules are so hard to follow .. but without them .. all you have is a GSD MIX!!  PERIOD!!   """,0
"""

This is one of the things you wrote: """"He will not admit when asked, but off the record, his biggest mistake is creating the lethal killing machine Chuck Norris."""" Is that not a personal attack on Chuck Norris? 

If you can understand English and the structure of this sentence, it if Jeffery Korus' biggest mistake, not an attack on Chuck Norris, more of an admittance of something done wrong by Jeffery Korus. It is close to saying Julius Caesars biggest mistake was being killed. The structure of sentences should be paid more attention to I would think before you delete someones article that does not actually violate anything close to a personal attack.""",0
"So what am I suppossed to do, and what do you recommend for action against him?",0
"It was completely fine the way I edited it.  Congress people who are trying to ban them say that that's what it is, so obviously, that what they are.  Put it back.",0
. These additions are considered vandalism and will be reverted,0
"** Libertarians are being mentioned because we generally oppose race laws and coercion in general.  We also generally believe in freedom of association, which is fundamentally in conflict with Affirmative Action.  Let Sam Spade talk.  He is interesting.  I believe his writing will provoke thought about this subject in the minds of readers who do not already know everything about it.  Let them make up their own minds.   milesgl",0
"Regarding additional information about the trial, and other legal issues - I see no reason why this info should not be included. All of it is a matter of public record, based on stories in the NY Times, other legitimate sources, and the recent HBO series 'The Jinx', which has the actual court video of the trial. Please do your homework on these issues before undoing others work.",0
"Minor League baseball players are under contract with a 'Professional' team, having to be stored in lower class teams, but still 'professional' players with stats. These type of minor league stub can further knowledge of the player by fans in the seats (with Blackberries etc, thus more webhits) or team scouts. 
WP:ATHLETE and 'people of notability' doesn't take into account that a 'player' and a 'person' of notability are two different things.  A 'person' is vague to define. A 'player' of notability, say a minor league baseball player, does have stats and awards to his name sometimes, and these stubs can add perfectly to what Wikipedia was meant to be in the first place!  I have reliable references and always note the stubs accordingly.",0
"""

Just remember that there are still specific meanings to """"Craft"""" """"Trade"""" """"General"""" """"Industrial"""" and """"Labo[u]r"""" union (and even """"Professional Organisation"""") seperate to common usage.  Many """"Trade"""" unions in Australia are actually craft unions, or professional organisations.  Some (very few) are industrial unions. 23:02, 4 Jan 2005 (UTC)""",0
"No problem, edit conflicts happen.  Thanks again.",0
"Better source request for File:Full thickness rectal prolapse & mucosal prolapse.jpg

Thanks for uploading File:Full thickness rectal prolapse & mucosal prolapse.jpg. You provided a source, but it is difficult for other users to examine the copyright status of the image because the source is incomplete.  Please consider clarifying the exact source so that the copyright status may be checked more easily. It is best to specify the exact Web page where you found the image, rather than only giving the source domain or the URL of the image file itself.  Please update the image description with a URL that will be more helpful to other users in determining the copyright status.

If you have uploaded other files, consider checking that you have specified their source in a complete manner. You can find a list of files you have uploaded by following [ this link]. If you have any questions please ask them at the Media copyright questions page or me at my talk page. Thank you.",0
"There is no reason to treat AFF and SF the same. The neutrality policy, which explicitly states that it is not to be confused with “all views deserve equal time no matter how many or how few people hold them”, certainly requires nothing of the sort – look it up yourself, I won’t do your homework for you.

 Moreover, the merits of AFF and the merits of SF are two entirely separate and independent things. No amount of slamming AFF – even if your charges are accurate, which I doubt as your behaviour here strongly suggests your perceptions on such things cannot be trusted – can ever, by itself, make SF worth including. SF must stand or fall on its own merits.

There are many serious strikes against including SF, none of which you have even tried to address. First of all it borders on being a blog, which is already an almost-decisive point against it (there was talk of banning links to blogs entirely at one point though it isn’t actually policy to do so as far as I know – certainly “it’s a blog” has stood uncontested as sufficient reason for deleting links on many pages, including the same one we’re fighting over). Equally importantly, having read parts of SF... though I do not myself agree with the characterization, I can see why others have gone so far as to call it a hate site. To be blunt, it's largely the chronicle of one person's persecution complex. As I said elsewhere, it verges on conspiracy theory in the kookiest sense. And then there is the painfully bad prose and screechy hysterical tone most of it is written in – it is simply not in any way a quality site and would not be even if I could credit the actual content. These three points – heck, any two of them – are sufficient reason leave the link off Wikipedia.

And I haven’t even mentioned the most important reason yet. Your site simply is not notable. As far as I can honestly tell, you are the only person on Earth who considers it an important site. If it was worth linking to, someone other than the site's owner would have done so by now, or at least spoken up in favour of such. That last part, at least, is well-documented Wikipedia policy; look it up yourself as I once again refuse to do your homework for you. 

I am sorry – sort of – if some of this comes across as harsh. Though you will no doubt characterize this note as a personal attack, it is not intended as such (and compared to some of the things you’ve posted about others, including me, it’s not even close to qualifying as one). I wish only to lay out as clearly as possible why there is little hope of SF being linked from that or any other Wikipedia page.",0
"""

Excellent work

 The Anti-Vandalism BarnstarDear Gurkhaboy you are doing an excellent job on Singh page by enriching it with true facts & fighting vandalism.  """,0
"Comments by you and another editor on my views and suitability are also unwelcome, focus on content please and",0
", because the easiest course of action will be to revert what you have done.",0
"It's called a content dispute, and your repeated accusations of vandalism are the actual problem here. :==( o )",0
Join the Mike Garcia Brigade. together we shall make Jimbo's balls fry!!! Email is john(price-per-unit)freeq(end-of-sentence)com,0
"Hi
Hi Michael, after reverting with a rather tart summary an edit of yours to Second Intifada, I thought I should look over your last few edits to that article.  What do I discover?  That you are a smart, sober, judicious editor.  I now dimly remember coming to a similar conclusion last time we clashed.  

Not gonna get all gushy and give you a barnstar or anything; after all, we'll almost certainly clash again and I can't have you waving that thing talismanically at me.  Just a friendly wave from across the aisle.",0
""":::If arbcom says that, I'll quit the project; but of course that's a strawman.
This isn't about appeasing edit warriors, Tony. For example, I've never known Cookiecaper to be an edit warrior (like me, he has an LDS background), but he stumbled across this and found a need for an alternate version. I didn't strongly advocate this solution here until he did the same thing to the article (albiet with a fork, which was obviously unacceptable). A similar solution was independently derived by a new user on Penis and, apparently, Violetriga. I believe it's a more satisfying (that is, consensus-based) solution than the status quo.  Luke 02:08, 12 Mar 2005 (UTC)

""",0
The naive NGard started the article.,0
I believe I've addressed the prose issues you brought up. Please let me know if there is anything else. ( talk ),0
"Deletion ==
This article should be deleted until we can find some more verfiable facts other than the website i'm pretty sure these people don't even accumlate over 1,000 votes. So this should be changed to a smaller article rather than just an advertisment written by the people at this website.   

==",0
"""

 Requested move 

Yagya →  – Yagya is by no means the standard form. All over wikipedia, the internet, scholarly publications and common usage, the Sanskrit form yajna is far and away the standard word. As a matter of fact, as a student of Buddhism and Jainism, of Hindu philosophy, of Indian languages and of Indian culture, I only ever met the form """"yagya"""" in this page. I understand it can be a Hindi pronunciation of the word, but very obscure. I'm confounded by its presence... in fact, yagya's google hits are primarily of those of the band. '''''' smash! """,0
"""

Torrents are not limited to 50GB, as the article says """"as large as 50GB"""" (or so), there are torrents that are 200GB + 24.129.237.34  """,0
"Regarding Personal Attacks

In so far as you've taken it upon yourself to censor what you believe to be violations of the policy of of no personal attacks, would you be so kind as to explain why you felt this remark , should remain on the Chopin Talk page. Thanks.",0
I really can't see the point of opening an RFC designed to achieve consensus if editors are simply going to  ignore the discussion and edit the article according to their own whim. Our encyclopedia currently deems it necessary to cite Robert Oden as a source for the fact that Noah's Ark appears in Genesis.,0
"Take One was released without his consent, if that affects anything. 76.1.49.0",0
"Misuse of admin. rights
Either 'Rangeley' or someone he calls in for the purpose edits history pages to conceal his own mistakes in editing etc. (i.e. leaving a mess for others to clean up when he disagrees with a fact) and contributions he doesn't like. He is not capable of acting without bias, being an apcolypist, admirer of neocons or similar.",0
"And you are lucky that Jayjg got you first, because I was about to block for it for 6 weeks.",0
""" (UTC)

Yes, you can in some cases: cf. not just the data on Elohim you cited, but also things like the fact that the name of the great beast Behemoth is the plural of Hebrew bəhēmâ, """"beast"""".   12:10, 25 December 2011""",0
"I notice that SqueakBox continues to perpetuate slanderous lies that I am posting from Reston, Virginia.  I have commented on this on my personal blogspot, www.cumbey.blogspot.com.  He insists I have been there.  I looked it up on mapquest today and see that it is where the Dulles Airport is located, so, good gravy, he is maybe, er, right.  I was there ONCE, boarding a plane in 1984!  That's it!  SqueakBox must think I am ubiquitous.  CEC",0
"Blargh, quiet. I'll be back!",0
"""

 Roseville mall 

Happy New Year, Mike!  Oh, yes, it would be great if you had people photos to match up with some of the various cultures in your fab state. I was over at the Galleria over Christmas and it's all fine now, but it sure was a nasty set-back for the area. There was a huge sign over by Penneys, something like, """"We're open now!"""".  I'll look over the article.   """,0
"""

AGREE I tried, as Joja noted to make it a clean and unbiased request. Beyond my ken is dead set on controlling everything in a domineering manner that, as you have noted taints the request, and he likes to do so in a manner that is derogatory and offensive. I have tried more then one to place a RfC on his domineering edits, and he goes off the deep end, going on and on and on about me, as a user, as you see in the RfC here. No way to obtain a unbiased response with BMK dead set on maintaining full control and tossing me under the bus. I have discontinued uploading photos, to the site as a direct result of Beyond My Ken, as it is clear by reviewing his edits, that he now stalks and reverts almost every edit I contribute and has make it his personal quest to remove my photos, from pages on the site. talk→    """,0
"== Don't Merge Global TV (Indonesia)

Global TV (Indonesia is the good stand alone article. It has the long time sister channel of RCTI and MNC have a 100% stake on Global TV and also 100% stake on RCTI. So, please font merge Global TV (Indonesia) to Media Nusantara Citra article. Terima Kasih.  James, .",0
"In California you can pre-pay with Correctional Billing Services giving permission for the inmate to call you, he will need no money, just a phone.",0
"""
Wasn't a template.  Let's talk/My mistakes; I mean, er, contributions """,0
"Ok, I see you're utterly unable to respond to my prior post which tells me that what I said is the truth. See ya lonely and desperate!",0
"I'm not sure what the rule is on that score, actually. Looking at the German barons category there seems to be an even split between those with Freiherr in the title and those without. Considering most of his life was lived in a German republic I would be more inclined to leave his title out but if somebody else wants to include I wouldn't mind. For me though, leave it the way it is, for the sake of convenience as much as anything. I'll look for a reference later on.",0
"""
 The David Irving analogy is illustrative. To call someone a Holocaust denier is to disparage him. However, that doesn't mean the label is inaccurate; on the contrary, the label is abundantly supported by reliable sources who have discussed Irving's work. Similarly, attaching """"conspiracy theorist"""" to Griffin acts to disparage him; but that doesn't mean the label isn't accurate. It is amply supported by various RS. The admin who said we can't label Griffin a CT was simply mistaken.   """,0
"If I get enough L votes to leave, you can delete the article forever. But keep it until the vote is over.",0
Romualdas Marcinkus was a great man of Lithuania. There is a documental film about his life 86.100.205.18,0
