"id","labels","input_ids","attention_mask"
"5a4e8e2e-6ccd-4b0b-b9f9-bb110af3a599",0,"[101, 1045, 2123, 1005, 1056, 2903, 1996, 7059, 2243, 6256, 2556, 2045, 23758, 2015, 2007, 1996, 27937, 2615, 3627, 1012, 7059, 2243, 2987, 1005, 1056, 2031, 1037, 8699, 2391, 1997, 3193, 2000, 4088, 2007, 1012, 2065, 2019, 3749, 2000, 26572, 14413, 2030, 2130, 4986, 3319, 1997, 26572, 14413, 3463, 28215, 1037, 17612, 4630, 2046, 3241, 2014, 3658, 2031, 2042, 14486, 1010, 1996, 28667, 26802, 3508, 2003, 2145, 6669, 9398, 1012, 2065, 2017, 2113, 2017, 2024, 4129, 1996, 3606, 1010, 2017, 2097, 7475, 2007, 3698, 2030, 14064, 1012, 2036, 2112, 1997, 22827, 2378, 1005, 1055, 2470, 2001, 1037, 3582, 6279, 1997, 1996, 28667, 12956, 2094, 2466, 2073, 2825, 2000, 20410, 2065, 2151, 2020, 6270, 28667, 26802, 9285, 1012, 1999, 2035, 3582, 22264, 1996, 28667, 12956, 2094, 2544, 1997, 2824, 10349, 2054, 1996, 5496, 2056, 3047, 1012, 9177, 2008, 7059, 2243, 2003, 1037, 9768, 8065, 2003, 14040, 7971, 2065, 22827, 2378, 2003, 1037, 9768, 8065, 1012, 1045, 5993, 2008, 2026, 10086, 2347, 1005, 1056, 2004, 8699, 2004, 2825, 2295, 1010, 2061, 12134, 2005, 2008, 1012, 2145, 2242, 2442, 2022, 2589, 2182, 1012, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
bcc0a680-f47b-4f36-a7f6-802b5c9aa454,0,"[101, 1000, 18414, 2884, 2480, 21158, 2015, 2287, 1999, 2526, 1010, 18414, 2884, 2480, 21158, 2001, 2324, 2086, 2214, 1010, 2059, 2234, 2337, 4985, 1010, 2029, 3084, 18414, 2884, 2480, 2735, 2539, 2437, 2774, 2007, 1996, 23473, 1012, 1996, 2353, 11265, 4246, 2000, 2022, 2772, 2000, 11503, 1005, 1055, 3830, 2104, 21326, 1037, 3062, 2050, 1012, 1999, 2494, 1010, 2002, 2001, 2322, 2086, 2214, 2746, 2041, 2007, 2010, 2219, 3895, 1000, 1000, 21158, 1005, 1055, 2237, 1000, 1000, 1998, 1000, 1000, 2091, 1000, 1000, 1012, 2061, 2748, 1010, 2002, 2003, 2141, 1999, 3172, 1012, 2002, 2428, 2003, 1010, 2129, 2071, 2002, 2022, 3080, 2059, 6746, 5085, 1029, 1998, 2129, 2071, 2002, 2022, 2570, 2043, 2010, 5798, 2979, 1029, 1996, 7570, 9856, 11265, 4246, 2003, 2603, 2086, 2214, 1012, 3172, 1011, 2294, 1006, 18414, 2884, 2480, 2331, 1010, 2643, 27206, 2065, 2115, 3241, 2055, 2008, 1007, 19635, 2603, 1012, 2175, 2000, 2115, 6187, 19879, 4263, 1998, 2644, 5278, 2010, 2095, 1997, 4182, 1012, 2026, 2643, 1012, 1000, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"0bfff35f-dca8-4c09-8cee-d5f32a40ff5e",0,"[101, 1000, 7249, 1012, 2295, 1045, 2453, 2074, 2707, 2183, 27046, 1996, 5851, 8241, 2035, 1996, 2051, 1010, 2138, 1045, 2031, 1037, 2714, 3277, 2007, 1996, 3769, 22264, 5310, 2378, 14876, 6723, 5677, 1012, 1516, 1060, 16515, 28014, 1000, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"007e787d-e924-4a33-b90d-496c404e8e1d",0,"[101, 1000, 1045, 4964, 1996, 27263, 1010, 2065, 3087, 2145, 5683, 2008, 2009, 2323, 2693, 2009, 2064, 2022, 2589, 1012, 1011, 1996, 5755, 1000, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
d3dc5311-9e63-4a18-b27b-9fe0f694bd58,0,"[101, 8902, 24117, 1999, 11662, 2023, 2003, 5240, 2004, 2087, 2002, 5740, 2271, 2433, 1997, 16789, 1999, 11662, 1010, 3383, 2070, 5254, 1997, 2023, 1006, 2030, 2742, 1007, 2003, 10943, 2098, 1029, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
dff4b449-fd00-4856-9b34-ee2ebd835f49,0,"[101, 9725, 2529, 2653, 2945, 1006, 15536, 29493, 12898, 2869, 1007, 1012, 1052, 3070, 1064, 2529, 2653, 2945, 1006, 1999, 15536, 29493, 12898, 2869, 1007, 1012, 5371, 1024, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"2c8e2460-f9bc-4a90-87a8-b95066545f5f",0,"[101, 1000, 28144, 12043, 1010, 5925, 3985, 2758, 2023, 2003, 1996, 2171, 2005, 2008, 2792, 1012, 1045, 2079, 2113, 2045, 2003, 2525, 2019, 2792, 2007, 2008, 2171, 1010, 2021, 5925, 2758, 2009, 1005, 1055, 1000, 1000, 7955, 1005, 1055, 2758, 2123, 1005, 1056, 1000, 1000, 1012, 1000, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"1d16ef16-5455-4132-8733-35f5cc87c8d8",0,"[101, 2025, 8010, 1997, 21766, 23778, 10556, 6342, 3654, 1037, 6415, 2038, 2042, 2872, 2006, 21766, 23778, 10556, 6342, 3654, 1010, 17942, 2008, 2009, 2022, 3177, 6588, 17159, 2013, 16948, 1012, 2023, 2038, 2042, 2589, 2138, 1996, 3720, 3849, 2000, 2022, 2055, 1037, 2711, 1010, 2177, 1997, 2111, 1010, 2316, 1010, 2252, 1010, 2194, 1010, 2030, 4773, 4180, 1010, 2021, 2009, 2515, 2025, 5769, 2129, 2030, 2339, 1996, 3395, 2003, 3862, 1010, 2008, 2003, 1010, 2339, 2019, 3720, 2055, 2008, 3395, 2323, 2022, 2443, 1999, 16948, 1012, 2104, 1996, 9181, 2005, 26203, 3972, 20624, 2239, 1010, 4790, 2008, 2079, 2025, 20865, 2025, 8010, 2089, 2022, 17159, 2012, 2151, 2051, 1012, 3531, 2156, 1996, 11594, 2005, 2054, 2003, 3227, 3970, 2004, 3862, 1010, 1998, 2065, 2017, 2064, 5769, 2339, 1996, 3395, 1997, 2023, 3720, 2003, 3862, 1010, 2017, 2089, 5049, 1996, 6415, 4726, 1012, 2000, 2079, 2023, 1010, 5587, 2006, 1996, 2327, 1997, 1996, 3931, 1006, 2917, 1996, 4493, 16962, 6415, 1007, 1998, 2681, 1037, 3602, 2006, 1996, 3720, 1005, 1055, 2831, 3931, 9990, 2115, 2597, 1012, 3531, 2079, 2025, 6366, 1996, 26203, 3972, 20624, 2239, 6415, 4426, 1010, 2021, 2123, 1005, 1056, 16390, 2000, 5587, 2592, 2000, 1996, 3720, 2008, 2052, 12210, 2049, 3395, 1005, 1055, 2025, 8010, 2104, 1996, 11594, 1012, 2005, 11594, 2006, 3563, 4127, 1997, 4790, 1010, 2017, 2089, 2215, 2000, 4638, 2041, 2256, 9181, 2005, 22056, 1010, 2005, 4773, 4573, 1010, 2005, 4996, 1010, 2030, 2005, 3316, 1012, 2514, 2489, 2000, 2681, 1037, 3602, 2006, 2026, 2831, 3931, 2065, 2017, 2031, 2151, 3980, 2055, 2023, 1012, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"714b24ba-66a1-4362-bc4c-5234481236fb",0,"[101, 3383, 2204, 10259, 2017, 2071, 3073, 1037, 4487, 4246, 2005, 2023, 2245, 2004, 1045, 2572, 11499, 1997, 2009, 1012, 18411, 2860, 1045, 3246, 1996, 2693, 2003, 2183, 1013, 2253, 7929, 999, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"6ee1ba28-7eaf-493d-a56e-cbcf3926affa",0,"[101, 1045, 2123, 1005, 1056, 2113, 1996, 3437, 2000, 2023, 1010, 2021, 10142, 1010, 2129, 2003, 2009, 2825, 2005, 1037, 2797, 6926, 2000, 23640, 2178, 2797, 6926, 1005, 1055, 2942, 2916, 1029, 1045, 2123, 1005, 1056, 2113, 2065, 2023, 2003, 1996, 2930, 5912, 2001, 5338, 2104, 1999, 1996, 2976, 2553, 1010, 2021, 2065, 3087, 2071, 4863, 2023, 1010, 1045, 2052, 9120, 2009, 1012, 2017, 2064, 7475, 3251, 2030, 2025, 1996, 9560, 1997, 1996, 2110, 4028, 3979, 2001, 15123, 1010, 2008, 1005, 1055, 2428, 2025, 2026, 5142, 2182, 1010, 2144, 2009, 1005, 1055, 1037, 2757, 3661, 1012, 1045, 1005, 1049, 4986, 2055, 3251, 1996, 4745, 2942, 2916, 11537, 2001, 3423, 1012, 2065, 1996, 2110, 4028, 9353, 15549, 28200, 2001, 1037, 28616, 21539, 1997, 3425, 1010, 2009, 1005, 1055, 2025, 1996, 2034, 2051, 1012, 2298, 2012, 26354, 7416, 12312, 4213, 1012, 2112, 1997, 2383, 1037, 9677, 4824, 1997, 2023, 4066, 1997, 2518, 2003, 2000, 5382, 2008, 1996, 4735, 3425, 2291, 3475, 1005, 1056, 3819, 1010, 1998, 2008, 2009, 2003, 13418, 2008, 7036, 2111, 2097, 2022, 7979, 1010, 1998, 2008, 5905, 2111, 2097, 2022, 9353, 15549, 3064, 1010, 2013, 2051, 2000, 2051, 1012, 2008, 1005, 1055, 1996, 3976, 2017, 3477, 2005, 2383, 1037, 3423, 2291, 1025, 1999, 1996, 2203, 2619, 2038, 2000, 2191, 1996, 3247, 1010, 1998, 2823, 2027, 2089, 2025, 9352, 2131, 2009, 2157, 1012, 1045, 2123, 1005, 1056, 2228, 2009, 1005, 1055, 2183, 2041, 2006, 1037, 15291, 2000, 2360, 2008, 1996, 12312, 4213, 2553, 2003, 3294, 3458, 2035, 9608, 6772, 1012, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"20718d2e-177a-4a04-8033-4de67a789c05",1,"[101, 6402, 5877, 2065, 2008, 1005, 1040, 3124, 1005, 1055, 6402, 5877, 2003, 2066, 2054, 1045, 2228, 2009, 2003, 2084, 2002, 2003, 1999, 2005, 1037, 1038, 20974, 12672, 16936, 999, 999, 999, 11902, 29246, 2388, 11263, 9102, 999, 999, 999, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"8dbab70e-0854-41b0-af68-6cff7c4d360e",0,"[101, 14255, 15172, 5043, 1045, 1005, 2310, 3718, 2023, 24161, 3672, 2004, 2009, 2987, 1005, 1056, 2428, 14396, 2000, 1996, 2792, 2172, 1010, 4606, 2009, 1005, 1055, 17704, 2125, 8476, 1012, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"3f0bb272-82dd-40fc-929e-2f5a3188fdd2",0,"[101, 1000, 7163, 4328, 9276, 1997, 12437, 1041, 4246, 7630, 4765, 1037, 3818, 3972, 20624, 2239, 23561, 2038, 2042, 2794, 2000, 1996, 3720, 7163, 4328, 9276, 1997, 12437, 1041, 4246, 7630, 4765, 1010, 9104, 2008, 2009, 2022, 17159, 2429, 2000, 1996, 3818, 3972, 20624, 2239, 2832, 1012, 2035, 5857, 2024, 12315, 1010, 2021, 2023, 3720, 2089, 2025, 13225, 16948, 1005, 1055, 9181, 2005, 10502, 1010, 1998, 1996, 3972, 20624, 2239, 5060, 2323, 4863, 2339, 1006, 2156, 2036, 1000, 1000, 2054, 16948, 2003, 2025, 1000, 1000, 1998, 16948, 1005, 1055, 3972, 20624, 2239, 3343, 1007, 1012, 2017, 2089, 4652, 1996, 3818, 3972, 20624, 2239, 2011, 9268, 1996, 5060, 1010, 2021, 3531, 4863, 2339, 2017, 21090, 2007, 1996, 3818, 3972, 20624, 2239, 1999, 2115, 10086, 12654, 2030, 2006, 2049, 2831, 3931, 1012, 2036, 1010, 3531, 5136, 9229, 1996, 3720, 2000, 4769, 1996, 3314, 2992, 1012, 2130, 2295, 9268, 1996, 3972, 20624, 2239, 5060, 2097, 4652, 3972, 20624, 2239, 2083, 1996, 3818, 3972, 20624, 2239, 2832, 1010, 1996, 3720, 2089, 2145, 2022, 17159, 2065, 2009, 3503, 2151, 1997, 1996, 26203, 3972, 20624, 2239, 9181, 2030, 2009, 2064, 2022, 2741, 2000, 4790, 2005, 3972, 20624, 2239, 1010, 2073, 2009, 2089, 2022, 17159, 2065, 10465, 2000, 3972, 12870, 2003, 2584, 1012, 2065, 2017, 5993, 2007, 1996, 3972, 20624, 2239, 1997, 1996, 3720, 1010, 1998, 2017, 2024, 1996, 2069, 2711, 2040, 2038, 2081, 6937, 10086, 2015, 2000, 1996, 3931, 1010, 3531, 5587, 2000, 1996, 2327, 1997, 7163, 4328, 9276, 1997, 12437, 1041, 4246, 7630, 4765, 1012, 1000, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"3b6fd82e-96dd-4083-bf12-c5351dd00263",0,"[101, 2096, 1045, 5993, 2008, 27746, 3028, 2942, 6648, 2003, 1996, 6149, 2171, 2005, 1996, 2942, 6648, 1010, 1996, 6019, 9339, 2682, 2003, 2025, 26785, 3401, 10010, 6588, 25854, 1999, 3408, 1997, 3038, 2117, 2045, 2003, 2053, 6947, 2012, 2035, 2008, 1996, 10478, 7354, 2015, 20203, 1997, 1996, 19838, 28614, 2001, 1999, 2755, 2023, 1006, 2085, 4318, 1007, 2314, 1011, 1996, 8720, 2003, 2993, 2330, 2000, 4797, 1012, 1012, 4237, 2013, 2045, 2108, 8866, 1013, 6947, 2000, 5769, 2008, 7354, 26760, 10450, 2106, 4839, 2004, 2023, 4318, 2314, 1006, 2164, 9843, 8866, 2004, 2000, 2339, 2009, 9550, 2039, 1007, 1996, 3350, 2036, 2685, 2000, 1996, 2755, 2008, 2009, 2001, 2025, 1037, 8914, 1997, 1996, 27746, 1010, 1006, 25416, 20807, 2391, 1017, 1997, 1996, 6019, 9339, 2682, 1007, 1998, 1999, 2755, 3881, 1996, 5380, 1997, 1996, 10514, 9286, 3501, 1998, 1996, 8038, 23041, 2050, 2000, 2022, 1037, 2314, 2291, 1997, 2009, 1005, 1055, 2219, 1012, 1998, 2295, 1037, 2312, 2193, 1997, 4573, 2031, 2042, 2179, 2247, 2023, 2314, 2291, 1010, 3904, 1997, 2068, 2024, 1997, 1996, 4094, 1997, 5292, 11335, 4502, 1013, 9587, 10222, 5558, 7662, 2080, 1010, 2975, 1996, 27746, 3028, 6415, 2004, 1996, 6149, 2028, 1012, 7354, 26760, 10450, 2106, 4839, 1010, 2651, 1996, 10984, 2003, 11621, 1998, 2025, 1996, 4598, 1010, 1059, 27065, 2121, 2009, 2003, 25824, 1998, 27427, 2594, 5443, 5292, 11335, 9739, 1998, 2512, 25824, 2003, 2062, 11621, 2651, 2084, 2009, 1005, 1055, 4598, 1012, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
ccd98d64-6b69-420f-bfc1-72d31186461d,0,"[101, 2417, 7442, 6593, 2831, 1024, 1996, 2190, 1997, 16976, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"97b10fa2-2a8d-4a1b-a2cb-27880788ce1e",0,"[101, 3374, 2065, 1996, 2773, 1005, 14652, 1005, 2001, 5805, 2000, 2017, 1012, 4312, 1010, 1045, 1005, 1049, 2025, 16533, 2000, 4339, 2505, 1999, 1996, 3720, 1006, 10166, 2027, 2052, 5376, 2006, 2033, 2005, 3158, 9305, 2964, 1007, 1010, 1045, 1005, 1049, 6414, 17942, 2008, 2009, 2022, 2062, 4372, 5666, 20464, 24174, 2594, 2061, 2028, 2064, 2224, 2009, 2005, 2082, 2004, 1037, 4431, 1012, 1045, 2031, 2042, 2000, 1996, 13228, 8119, 3931, 2021, 2009, 1005, 1055, 2471, 1037, 24646, 2497, 1012, 2009, 2685, 2000, 1005, 4111, 8119, 1005, 2029, 2003, 1037, 2460, 18307, 3720, 2008, 3957, 2017, 2053, 18558, 1012, 2045, 2442, 2022, 2619, 2105, 2007, 11532, 1999, 29273, 6558, 1029, 6109, 1012, 17365, 1012, 10550, 1012, 18582, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"0621ee7d-e6ef-4deb-90bd-771a14bf6c38",1,"[101, 9061, 999, 2123, 1005, 1056, 2298, 1010, 2272, 2030, 2228, 1997, 4012, 6562, 2067, 999, 10055, 2121, 1012, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
bde0ba51-486b-431a-b65f-81afe98d1cbf,0,"[101, 2156, 4366, 2093, 2182, 1024, 8299, 1024, 1013, 1013, 3784, 29521, 19848, 2100, 1012, 18825, 1012, 4012, 1013, 9193, 1013, 2184, 1012, 11118, 2487, 1013, 2033, 6873, 1012, 14840, 2509, 1013, 2440, 1001, 7020, 2475, 2008, 2003, 1037, 10539, 3120, 1012, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
